OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,22,0.035067772,3/4/2021,Murals East,114.6362086,627.3566527
2,36,0.026447776,3/4/2021,Murals South,382.9554888,1361.173042
4,7,0.00851533,3/4/2021,8th & Main,247.4253566,822.0468138
5,29,0.008378857,3/4/2021,Lowes,497.4845275,3461.092531
6,2,0.009345618,3/4/2021,North Temple 1,95.55156545,214.0040325
7,39,0.004712535,3/4/2021,KOA,566.3011345,8275.800404
8,33,0.013010254,3/4/2021,Roadhome 1,334.6916423,2536.460887
9,57,0.007877157,3/4/2021,Roadhome 2,597.1285212,7236.112923
10,5,0.01734253,3/4/2021,Murals North,91.05497165,288.3085682
11,2,0.019895197,3/4/2021,North Temple 2,56.66113575,100.5267762
12,3,0.058989141,3/4/2021,Liberty Wells,28.54817071,50.85681766
13,2,0.002024136,3/4/2021,Liberty,170.9565702,988.0757626
14,2,0.083369376,3/4/2021,Sears,20.04207034,23.98962412
