OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,19,0.032135818,5/03/2021,8th & Main,166.7554542,591.2405899
2,40,0.009104108,5/03/2021,Roadhome 1,449.846601,4393.621029
3,35,0.012270878,5/03/2021,Roadhome 2,1327.869483,2852.281658
4,6,0.002488424,5/03/2021,Liberty,382.2745843,2411.164415
5,26,0.017037792,5/03/2021,900S 500W,399.8839072,1526.019314
6,16,0.012391105,5/03/2021,Train Tracks,202.3336549,1291.248885
7,18,0.033089499,5/03/2021,500 Underpass,93.94534357,543.9792268
8,2,0.02901496,5/03/2021,KOA,33.25747279,68.92995884
10,21,0.004970368,5/03/2021,Beck Street,253.1517612,4225.039602
11,4,0.003435548,5/03/2021,800W South Temple,251.8643982,1164.297395
12,5,0.007843326,5/03/2021,700 Underpass,104.4621612,637.4846225
13,7,0.003505124,5/03/2021,Lowes,401.0634622,1997.076251
14,7,0.034500956,5/03/2021,9th & Second,83.03543035,202.89293
15,2,0.006448678,5/03/2021,Liberty 2,86.80784078,310.1411016
16,25,0.066977149,5/03/2021,215 Underpass,166.5444115,373.2616317
17,2,0.043611672,5/03/2021,700W & Tracks,27.1095836,45.85928333
18,4,0.005625355,5/03/2021,7th & State 1,129.1007086,711.0662087
19,2,0.069942081,5/03/2021,Murals West,22.09825329,28.59508851
21,39,0.002117635,5/03/2021,600 S 400 W,974.989396,18416.77145
22,2,0.02218854,5/03/2021,Redwood and North Temple,37.97859973,90.13661884
23,2,0.028249355,5/03/2021,600 S 500 W,38.17720586,70.79807589
24,2,0.026980156,5/03/2021,800 S 700 W,33.74000299,74.12855599
25,5,0.020715824,5/03/2021,700S Main,68.18961887,241.3613855
26,7,0.034922532,5/03/2021,600 S 200 W,89.88544524,200.4436544
