OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,14,0.016007708,6/11/2021,8th & Main,251.8516438,874.5786896
2,66,0.014128319,6/11/2021,Roadhome 1,516.6768958,4671.468862
3,152,0.006421352,6/11/2021,Roadhome Combined,1537.15604,23671.02846
4,14,0.010842217,6/11/2021,Train Tracks,202.3336549,1291.248885
5,38,0.023705903,6/11/2021,500 Underpass,199.6421896,1602.976266
6,20,0.004733683,6/11/2021,Beck Street,253.1517612,4225.039602
7,6,0.010868501,6/11/2021,800W South Temple,128.7878022,552.054054
8,5,0.010936322,6/11/2021,700 Underpass,124.4505724,457.1920834
9,4,0.026397558,6/11/2021,700W & Tracks,56.82151799,151.5291657
10,4,0.016530373,6/11/2021,Train Tracks 3,66.55975274,241.978815
11,3,0.003603806,6/11/2021,KOA,231.7896524,832.4532152
12,2,0.021774591,6/11/2021,Smiths 500S,39.99754455,91.8501734
13,6,0.044203794,6/11/2021,600W South Temple,51.73027612,135.7349562
14,4,0.040032063,6/11/2021,Train Tracks 2,45.75338907,99.91990785
15,8,0.015636397,6/11/2021,700S Main,156.9875555,511.6268143
16,5,0.006443696,6/11/2021,Liberty,132.4561835,775.9522169
19,5,0.013063886,6/11/2021,600 S 200 W,179.8619959,382.7345123
20,4,0.012365396,6/11/2021,200 S 500 W,101.2454655,323.48338
21,2,0.021585924,6/11/2021,Redwood and North Temple,39.95339681,92.65297275
22,3,0.003664439,6/11/2021,Taufer,195.6591604,818.6791948
