OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,16,0.012391105,8/22/2021,Train Tracks,202.3336549,1291.248885
2,10,0.001198773,8/22/2021,Liberty,542.9478909,8341.863378
3,2,0.005463922,8/22/2021,500 W South Temple,98.42053521,366.0374249
4,2,0.01664475,8/22/2021,KOA,46.33507125,120.1580046
5,4,0.031021317,8/22/2021,Fairpark ,45.47488014,128.9435905
6,9,0.008666446,8/22/2021,Lowes,244.7042774,1038.488016
7,5,0.001765311,8/22/2021,Beck Street,221.0268844,2832.362336
8,2,0.01001138,8/22/2021,200 S 500 W,61.34609194,199.7726615
9,11,0.004150392,8/22/2021,Train Tracks 2,320.4626514,2650.351794
12,2,0.012834849,8/22/2021,600 S 200 W,52.67817003,155.8257494
13,2,0.013779487,8/22/2021,200 S Jeremy St,58.7294232,145.1432867
14,3,0.009342058,8/22/2021,Madsen Park,73.60071133,321.1283879
15,3,0.017491422,8/22/2021,215 Underpass,68.76890587,171.5126429
19,2,0.041603528,8/22/2021,Redwood South Temple,28.30933563,48.07284644
20,3,0.030697207,8/22/2021,Warm Springs,40.09337558,97.72876195
21,2,0.016365776,8/22/2021,Roadhome 1,50.49588303,122.2062399
22,2,0.026763206,8/22/2021,Jefferson Park,35.26524831,74.72946143
23,2,0.01387206,8/22/2021,600S 300E,51.76995158,144.1746925
