OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,6,0.000719264,9/30/2021,Liberty,542.9478909,8341.863378
2,4,0.010950947,9/30/2021,500 W South Temple,105.4847486,365.2652286
3,13,0.004006136,9/30/2021,Beck Street,277.8151217,3245.022183
5,8,0.02137688,9/30/2021,Mead Ave,153.5393685,374.2360987
6,2,0.016217556,9/30/2021,KOA,46.69200358,123.3231437
8,2,0.035880192,9/30/2021,Roadhome 1,30.08841043,55.74106226
10,4,0.019388354,9/30/2021,South Temple Underpass,75.691138,206.3094154
11,2,0.02525302,9/30/2021,600 S 200 W,35.63329944,79.19844764
12,4,0.087418544,9/30/2021,Downignton,29.25623473,45.75688183
13,3,0.024865131,9/30/2021,Fairmont,53.16286308,120.6508826
16,4,0.007885964,9/30/2021,Fairpark,112.9226163,507.2302909
17,2,0.013139807,9/30/2021,Warm Springs,49.64979572,152.2092424
18,2,0.01065188,9/30/2021,Navajo St ,62.66843381,187.760291
19,5,0.029588232,9/30/2021,Roadhome 5,78.28395189,168.9861017
20,3,0.008806367,9/30/2021,Train Tracks 2,81.43031043,340.6626062
