OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,24,0.020703165,7/17/2021,8th & Main,323.7710062,1159.243047
2,27,0.00713112,7/17/2021,Roadhome 1,444.9978452,3786.221641
3,13,0.010067772,7/17/2021,Train Tracks,202.3336549,1291.248885
4,37,0.019043112,7/17/2021,500 Underpass,201.546834,1942.959771
5,3,0.003902721,7/17/2021,800W South Temple,168.3978891,768.6944148
6,7,0.006055682,7/17/2021,700 Underpass,136.5614306,1155.939212
7,4,0.00306421,7/17/2021,Smiths 500S,524.5927703,1305.393379
8,49,0.009463291,7/17/2021,600W South Temple,433.6377968,5177.90297
9,9,0.026019285,7/17/2021,700S Main,107.6480078,345.8972812
10,5,0.004269971,7/17/2021,Liberty,184.3904781,1170.968093
11,5,0.004770808,7/17/2021,Genesee,134.5690101,1048.040468
12,9,0.010796532,7/17/2021,Taufer,196.5418548,833.6009975
13,3,0.020634778,7/17/2021,7th & State 2,49.31080759,145.3856178
14,65,0.003904432,7/17/2021,Roadhome 2,1638.958349,16647.74843
15,2,0.005463922,7/17/2021,500 W South Temple,98.42053521,366.0374249
16,2,0.025379457,7/17/2021,Downignton,41.80830999,78.80389121
17,2,0.011627712,7/17/2021,700W & Tracks,53.45389367,172.0028813
18,3,0.016886857,7/17/2021,500 S 400 E,65.33139961,177.6529569
19,3,0.016936372,7/17/2021,Liberty Wells,62.517091,177.1335629
22,2,0.016699177,7/17/2021,KOA,46.273221,119.7663833
