OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,7,0.003392817,8/7/2021,Roadhome 1,246.5075351,2063.182217
2,16,0.012391105,8/7/2021,Train Tracks,202.3336549,1291.248885
3,2,0.015797232,8/7/2021,Smiths 500S,48.81297414,126.6044563
4,3,0.014507572,8/7/2021,700S Main,69.55441398,206.7885617
5,7,0.000839141,8/7/2021,Liberty,542.9478909,8341.863378
6,7,0.006679131,8/7/2021,Genesee,134.5690101,1048.040468
7,2,0.005463922,8/7/2021,500 W South Temple,98.42053521,366.0374249
8,3,0.022329097,8/7/2021,Downignton,65.59825517,134.3538443
9,2,0.011627712,8/7/2021,700W & Tracks,53.45389367,172.0028813
10,2,0.007992205,8/7/2021,Liberty Wells,83.72279408,250.2438254
11,2,0.01664475,8/7/2021,KOA,46.33507125,120.1580046
13,3,0.023265988,8/7/2021,Fairpark ,45.47488014,128.9435905
14,7,0.091885592,8/7/2021,Elder ,45.53893465,76.18169347
15,3,0.017607663,8/7/2021,Lowes,60.50526902,170.3803596
17,3,0.033466904,8/7/2021,Sherwood,39.92801866,89.6407981
19,4,0.001442053,8/7/2021,Beck Street,207.3919245,2773.822622
23,7,0.032731427,8/7/2021,900 S West Temple,88.8778655,213.8617429
25,2,0.01001138,8/7/2021,200 S 500 W,61.34609194,199.7726615
26,2,0.068956761,8/7/2021,200 S Jeremy St,23.22893492,29.0036826
27,7,0.009389652,8/7/2021,500 Underpass,136.5245711,745.5015588
