OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,16,0.012391105,8/19/2021,Train Tracks,202.3336549,1291.248885
2,15,0.001798159,8/19/2021,Liberty,542.9478909,8341.863378
3,2,0.005463922,8/19/2021,500 W South Temple,98.42053521,366.0374249
5,2,0.01664475,8/19/2021,KOA,46.33507125,120.1580046
6,4,0.031021317,8/19/2021,Fairpark ,45.47488014,128.9435905
7,7,0.011079094,8/19/2021,Lowes,162.0428665,631.8205934
8,5,0.001765311,8/19/2021,Beck Street,221.0268844,2832.362336
9,2,0.01001138,8/19/2021,200 S 500 W,61.34609194,199.7726615
10,13,0.004905009,8/19/2021,Train Tracks 2,320.4626514,2650.351794
11,2,0.011113136,8/19/2021,Murals South,74.2049888,179.9671995
13,4,0.048655793,8/19/2021,Fairmont,40.22503704,82.21014973
14,4,0.013571409,8/19/2021,600 S 200 W,83.86763666,294.7372763
16,2,0.013779487,8/19/2021,200 S Jeremy St,58.7294232,145.1432867
17,3,0.009342058,8/19/2021,Madsen Park,73.60071133,321.1283879
18,3,0.017491422,8/19/2021,215 Underpass,68.76890587,171.5126429
19,3,0.023264108,8/19/2021,Fairmont Park,46.28272641,128.9540093
20,3,0.05720015,8/19/2021,Murals West,32.39815683,52.44741488
21,2,0.033852591,8/19/2021,600 S 500 W,37.26287573,59.07967278
22,2,0.041603528,8/19/2021,Redwood South Temple,28.30933563,48.07284644
