OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,20,0.028577637,5/9/2021,8th & Main,195.1634729,699.8479289
2,42,0.008119086,5/9/2021,Roadhome 1,448.9476043,5172.995834
3,74,0.011942213,5/9/2021,Roadhome 2,1164.821036,6196.506593
4,9,0.017060463,5/9/2021,900S 500W,188.0953075,527.5354927
5,14,0.010842217,5/9/2021,Train Tracks,202.3336549,1291.248885
6,24,0.044119332,5/9/2021,500 Underpass,93.94534357,543.9792268
7,2,0.02901496,5/9/2021,KOA,33.25747279,68.92995884
8,18,0.004260315,5/9/2021,Beck Street,253.1517612,4225.039602
9,4,0.004957176,5/9/2021,800W South Temple,182.6681867,806.9110242
10,3,0.013767869,5/9/2021,700 Underpass,61.23557162,217.8986387
11,8,0.003257435,5/9/2021,Lowes,482.7868629,2455.920444
12,2,0.0450276,5/9/2021,9th & Second,27.04345045,44.41720235
13,4,0.026397558,5/9/2021,700W & Tracks,56.82151799,151.5291657
14,5,0.007031694,5/9/2021,7th & State 1,129.1007086,711.0662087
16,5,0.007771553,5/9/2021,Redwood and North Temple,102.8640574,643.3720586
17,4,0.016572659,5/9/2021,700S Main,68.18961887,241.3613855
18,8,0.026348758,5/9/2021,600 S 200 W,141.6210039,303.6196267
19,19,0.016622288,5/9/2021,400S 500W,446.173091,1143.043573
21,2,0.028076774,5/9/2021,600 S 500 W,38.26903008,71.23325416
22,4,0.039422482,5/9/2021,Train Tracks 3,40.35367295,101.4649446
23,2,0.052119796,5/9/2021,Mead Ave,24.90485094,38.37313597
