OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,14,0.010842217,9/6/2021,Train Tracks,202.3336549,1291.248885
2,10,0.001198773,9/6/2021,Liberty,542.9478909,8341.863378
3,2,0.005463922,9/6/2021,500 W South Temple,98.42053521,366.0374249
4,4,0.031021317,9/6/2021,Fairpark ,45.47488014,128.9435905
6,8,0.002824497,9/6/2021,Beck Street,221.0268844,2832.362336
7,18,0.004437822,9/6/2021,Train Tracks 2,418.2608569,4056.04402
8,4,0.02017002,9/6/2021,Foss ,63.41365646,198.3141319
9,2,0.028342627,9/6/2021,600 S 500 W,34.35776734,70.56508984
10,4,0.007467436,9/6/2021,Fairmont Park,93.80653355,535.6591145
11,4,0.021785368,9/6/2021,North Temple River,55.63009065,183.6094785
12,2,0.012297554,9/6/2021,Train Tracks 4,55.51727771,162.6339669
13,4,0.027110015,9/6/2021,Mead Ave,67.05751537,147.5469506
14,2,0.016632884,9/6/2021,KOA,46.35491861,120.24373
15,3,0.010635604,9/6/2021,Warm Springs,73.75309491,282.0714297
