OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,16,0.015478351,4/9/2021,Murals East,305.56161,1033.701841
2,38,0.026102929,4/9/2021,Murals South,380.9805141,1455.775315
3,5,0.057873669,4/9/2021,8th & Main,38.2061909,86.3950751
4,34,0.012974199,4/9/2021,Roadhome 1,386.8106639,2620.585626
5,4,0.004477631,4/9/2021,Roadhome 2,447.686164,893.3295615
6,41,0.04697959,4/9/2021,Murals North,431.6741861,872.7194044
7,7,0.007084477,4/9/2021,Liberty,170.9565702,988.0757626
8,7,0.015445897,4/9/2021,900S 500W,161.8174447,453.1947808
9,18,0.009972562,4/9/2021,7th & State 2,369.6785381,1804.952461
10,3,0.004012721,4/9/2021,Liberty Wells,205.491124,747.6224451
11,13,0.010067772,4/9/2021,Train Tracks,202.3336549,1291.248885
12,54,0.007825746,4/9/2021,600W South Temple,461.2081648,6900.30097
13,6,0.015959152,4/9/2021,500 Underpass,93.3008449,375.9598269
14,4,0.023746857,4/9/2021,800W 600S,64.10212023,168.4433408
15,2,0.02901496,4/9/2021,KOA,33.25747279,68.92995884
16,2,0.118318464,4/9/2021,Front Runner,16.56722867,16.90353249
17,2,0.031354361,4/9/2021,1300 & State,38.54212166,63.78698011
19,2,0.032516658,4/9/2021,900S 800W,36.93252461,61.50693528
20,5,0.021464928,4/9/2021,Genesee,74.54706862,232.9381244
