OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,12,0.009293328,9/21/2021,Train Tracks,202.3336549,1291.248885
2,5,0.000599386,9/21/2021,Liberty,542.9478909,8341.863378
3,4,0.010950947,9/21/2021,500 W South Temple,105.4847486,365.2652286
4,6,0.003031103,9/21/2021,Beck Street,181.9165277,1979.477423
5,15,0.002734418,9/21/2021,Train Tracks 2,448.9393436,5485.627934
6,7,0.003955471,9/21/2021,Foss ,288.1541094,1769.700909
7,2,0.01034886,9/21/2021,Fairmont Park,57.81387997,193.2580026
9,3,0.006614985,9/21/2021,Mead Ave,119.1960659,453.5157607
10,4,0.003545031,9/21/2021,KOA,277.6353682,1128.33987
12,3,0.031738781,9/21/2021,Volney,39.82948247,94.52158794
13,4,0.051337879,9/21/2021,Murals West,36.68360157,77.91517841
14,2,0.035880192,9/21/2021,Roadhome 1,30.08841043,55.74106226
15,3,0.033149192,9/21/2021,Emeril,42.90366175,90.49994291
16,4,0.019388354,9/21/2021,South Temple Underpass,75.691138,206.3094154
17,2,0.011179984,9/21/2021,600 S 200 W,58.00022343,178.8911256
18,2,0.045856401,9/21/2021,Smiths 500S,30.60926148,43.61441313
20,2,0.010120254,9/21/2021,Foss 2,71.47584602,197.6234987
21,2,0.043709272,9/21/2021,Downignton,29.25623473,45.75688183
22,2,0.02122002,9/21/2021,600S 300E,40.30529073,94.25061834
