OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,17,0.020720631,6/17/2021,8th & Main,234.3441986,820.4383328
2,18,0.01959479,6/17/2021,Roadhome 1,335.4407379,918.6115187
4,9,0.006969996,6/17/2021,Train Tracks,202.3336549,1291.248885
5,40,0.020587148,6/17/2021,500 Underpass,201.546834,1942.959771
6,20,0.004733683,6/17/2021,Beck Street,253.1517612,4225.039602
7,7,0.012679918,6/17/2021,800W South Temple,128.7878022,552.054054
8,11,0.011355835,6/17/2021,700 Underpass,124.3799401,968.6649719
9,4,0.026397558,6/17/2021,700W & Tracks,56.82151799,151.5291657
10,7,0.018593174,6/17/2021,Train Tracks 3,101.0312902,376.4822452
11,3,0.003222092,6/17/2021,KOA,235.6552695,931.0721218
12,2,0.025479356,6/17/2021,Smiths 500S,36.47704838,78.4949197
13,39,0.013711591,6/17/2021,600W South Temple,333.4780206,2844.308964
14,5,0.008502796,6/17/2021,Train Tracks 2,148.1893548,588.0418382
15,10,0.019545496,6/17/2021,700S Main,156.9875555,511.6268143
16,5,0.004269876,6/17/2021,Liberty,184.3926793,1170.994136
18,7,0.021938867,6/17/2021,600 S 200 W,151.9401267,319.0684316
19,4,0.012365396,6/17/2021,200 S 500 W,101.2454655,323.48338
20,2,0.019651531,6/17/2021,Redwood and North Temple,42.23228996,101.7732401
21,5,0.004770808,6/17/2021,Genesee,134.5690101,1048.040468
22,6,0.00358626,6/17/2021,Taufer,392.8894345,1673.052208
23,2,0.032962559,6/17/2021,South Temple Underpass,32.36269185,60.67490065
24,2,0.013756519,6/17/2021,7th & State 2,49.31080759,145.3856178
25,10,0.005516792,6/17/2021,Roadhome 2,425.7463539,1812.647704
26,5,0.00710195,6/17/2021,400S 500W,294.5452815,704.0319968
