OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,16,0.021032166,5/30/2021,8th & Main,210.873797,760.739526
2,63,0.013996388,5/30/2021,Roadhome 1,448.9795027,4501.161369
3,100,0.011794656,5/30/2021,Roadhome 2,1342.035762,8478.415692
4,15,0.011616661,5/30/2021,Train Tracks,202.3336549,1291.248885
5,34,0.021210545,5/30/2021,500 Underpass,199.6421896,1602.976266
6,20,0.004733683,5/30/2021,Beck Street,253.1517612,4225.039602
7,5,0.009057084,5/30/2021,800W South Temple,128.7878022,552.054054
8,6,0.013123587,5/30/2021,700 Underpass,124.4505724,457.1920834
9,2,0.013363302,5/30/2021,Lowes,50.06772495,149.6636053
10,5,0.032996948,5/30/2021,700W & Tracks,56.82151799,151.5291657
11,12,0.013109616,5/30/2021,Redwood and North Temple,176.3531388,915.3585844
13,28,0.016829964,5/30/2021,400S 500W,304.4318557,1663.699325
14,4,0.016530373,5/30/2021,Train Tracks 3,66.55975274,241.978815
15,4,0.003078169,5/30/2021,KOA,352.6036894,1299.474016
16,4,0.006901989,5/30/2021,Smiths 500S,177.4135011,579.5430562
17,6,0.019371981,5/30/2021,North Temple 2,175.0404076,309.7256848
18,6,0.020079033,5/30/2021,600W South Temple,102.7474422,298.8191707
19,4,0.040032063,5/30/2021,Train Tracks 2,45.75338907,99.91990785
20,4,0.019759448,5/30/2021,700S Main,74.81543555,202.4348022
21,2,0.020536966,5/30/2021,Roadhome 3,47.58333421,97.38537071
