OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,25,0.015244254,7/11/2021,8th & Main,424.7422442,1639.962186
2,30,0.007923466,7/11/2021,Roadhome 1,444.9978452,3786.221641
3,13,0.010067772,7/11/2021,Train Tracks,202.3336549,1291.248885
4,40,0.020587148,7/11/2021,500 Underpass,201.546834,1942.959771
5,10,0.009261218,7/11/2021,800W South Temple,233.2427302,1079.771574
6,10,0.008650974,7/11/2021,700 Underpass,136.5614306,1155.939212
8,5,0.003830263,7/11/2021,Smiths 500S,524.5927703,1305.393379
9,49,0.008665271,7/11/2021,600W South Temple,483.4657893,5654.756512
10,10,0.028910317,7/11/2021,700S Main,107.6480078,345.8972812
11,6,0.005123965,7/11/2021,Liberty,184.3904781,1170.968093
12,6,0.014704845,7/11/2021,600 S 200 W,173.2723158,408.0287724
13,2,0.019084908,7/11/2021,200 S 500 W,41.0930838,104.7948456
14,7,0.006679131,7/11/2021,Genesee,134.5690101,1048.040468
15,17,0.020393321,7/11/2021,Taufer,196.5418548,833.6062688
16,3,0.020634778,7/11/2021,7th & State 2,49.31080759,145.3856178
17,58,0.003326338,7/11/2021,Roadhome 2,1694.299682,17436.59039
18,3,0.008195883,7/11/2021,500 W South Temple,98.42053521,366.0374249
21,2,0.025379457,7/11/2021,Downignton,41.80830999,78.80389121
23,2,0.011627712,7/11/2021,700W & Tracks,53.45389367,172.0028813
