OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,4,0.003760233,8/13/2021,Roadhome 1,130.479421,1063.763852
2,16,0.012391105,8/13/2021,Train Tracks,202.3336549,1291.248885
3,2,0.009671715,8/13/2021,700S Main,69.55441398,206.7885617
4,6,0.000719264,8/13/2021,Liberty,542.9478909,8341.863378
6,2,0.005463922,8/13/2021,500 W South Temple,98.42053521,366.0374249
7,3,0.017441568,8/13/2021,700W & Tracks,53.45389367,172.0028813
9,2,0.01664475,8/13/2021,KOA,46.33507125,120.1580046
10,3,0.023265988,8/13/2021,Fairpark ,45.47488014,128.9435905
12,5,0.007913639,8/13/2021,Lowes,162.0428665,631.8205934
13,3,0.002259047,8/13/2021,Beck Street,144.3004011,1327.993555
15,2,0.01001138,8/13/2021,200 S 500 W,61.34609194,199.7726615
17,5,0.002629248,8/13/2021,Train Tracks 2,245.4875539,1901.684231
20,3,0.04438251,8/13/2021,Murals West,33.73516219,67.59419464
21,2,0.00433658,8/13/2021,Roadhome 3,143.5275029,461.1929014
22,2,0.009163865,8/13/2021,700 Underpass,70.38899448,218.2485298
23,2,0.019712398,8/13/2021,Smiths 500S,58.89176659,101.4589915
