OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,7,0.001396487,10/12/2021,Liberty,698.470242,5012.577588
2,2,0.026336585,10/12/2021,500 W South Temple,34.88909277,75.93999133
3,15,0.004622465,10/12/2021,Beck Street,277.8151217,3245.022183
4,9,0.020245352,10/12/2021,Mead Ave,111.9937983,444.5464814
5,2,0.016217556,10/12/2021,KOA,46.69200358,123.3231437
6,3,0.02648288,10/12/2021,Roadhome 1,72.81574275,113.2807314
7,5,0.012449974,10/12/2021,South Temple Underpass,108.3361218,401.607257
8,4,0.087418544,10/12/2021,Downignton,29.25623473,45.75688183
9,3,0.005593189,10/12/2021,Warm Springs,136.6733333,536.3666264
10,2,0.01065188,10/12/2021,Navajo St ,62.66843381,187.760291
12,3,0.031360057,10/12/2021,7th & State 2,39.20317514,95.66309171
14,8,0.004606455,10/12/2021,Jordan River,407.2065794,1736.693542
17,7,0.005758633,10/12/2021,700W & Tracks,148.9840888,1215.566298
18,4,0.037865536,10/12/2021,Roadhome 5,53.08494302,105.6369584
19,5,0.002650822,10/12/2021,Roadhome 3,287.8569659,1886.207278
20,2,0.048877404,10/12/2021,400 W Fayette,25.60101374,40.91870367
21,2,0.034740037,10/12/2021,Ballpark,32.09267261,57.57046189
22,2,0.01701184,10/12/2021,Lowes,51.85430395,117.5651754
24,9,0.01902306,10/12/2021,Canal,103.747748,473.110016
25,3,0.051722162,10/12/2021,Leatherbys,31.53469562,58.0022157
26,3,0.04407356,10/12/2021,1000 W North Temple,40.042211,68.06802022
27,2,0.065286814,10/12/2021,400 S 500 W,27.39913719,30.63405727
28,3,0.018324344,10/12/2021,Liberty 2,54.57767588,163.716635
29,2,0.034719677,10/12/2021,Liberty Wells,30.41791476,57.604222
30,2,0.024217249,10/12/2021,Big Lots,37.93201042,82.58576402
