OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
3,8,0.014575942,4/15/2021,8th & Main,161.7253063,548.849586
4,35,0.010350145,4/15/2021,Roadhome 1,386.5112226,3381.595126
5,5,0.023993245,4/15/2021,Roadhome 2,113.7465309,208.391989
7,10,0.004147374,4/15/2021,Liberty,382.2745843,2411.164415
8,16,0.019248964,4/15/2021,900S 500W,258.0490629,831.2135574
9,8,0.007203388,4/15/2021,7th & State 2,244.0792946,1110.588472
10,15,0.011616661,4/15/2021,Train Tracks,202.3336549,1291.248885
11,62,0.00738954,4/15/2021,600W South Temple,461.2622055,8390.23844
12,12,0.022059666,4/15/2021,500 Underpass,93.94534357,543.9792268
13,2,0.011873429,4/15/2021,800W 600S,64.10212023,168.4433408
14,2,0.02901496,4/15/2021,KOA,33.25747279,68.92995884
15,3,0.047031541,4/15/2021,1300 & State,38.54212166,63.78698011
17,4,0.029725243,4/15/2021,Genesee,62.41788991,134.5657639
19,20,0.004733683,4/15/2021,Beck Street,253.1517612,4225.039602
20,3,0.004547789,4/15/2021,800W South Temple,158.2265249,659.6611457
21,7,0.004514663,4/15/2021,South Temple Underpass,157.7457419,1550.503401
22,5,0.006748561,4/15/2021,700 Underpass,163.1570973,740.8987052
23,7,0.053777551,4/15/2021,Lowes,59.93145142,130.1658383
24,4,0.034576767,4/15/2021,9th & Second,52.20318926,115.6846142
25,2,0.046250668,4/15/2021,300W 800S,27.26448983,43.2426189
26,3,0.004248151,4/15/2021,700S Main,212.8774999,706.1895089
