OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,6,0.00191478,8/10/2021,Roadhome 1,325.0280357,3133.519384
2,16,0.012391105,8/10/2021,Train Tracks,202.3336549,1291.248885
4,2,0.009671715,8/10/2021,700S Main,69.55441398,206.7885617
5,9,0.001078896,8/10/2021,Liberty,542.9478909,8341.863378
6,10,0.009541616,8/10/2021,Genesee,134.5690101,1048.040468
7,2,0.005463922,8/10/2021,500 W South Temple,98.42053521,366.0374249
9,3,0.017441568,8/10/2021,700W & Tracks,53.45389367,172.0028813
10,2,0.007992205,8/10/2021,Liberty Wells,83.72279408,250.2438254
11,2,0.01664475,8/10/2021,KOA,46.33507125,120.1580046
12,3,0.023265988,8/10/2021,Fairpark ,45.47488014,128.9435905
13,2,0.053878203,8/10/2021,Elder ,26.1138782,37.12076284
14,5,0.007913639,8/10/2021,Lowes,162.0428665,631.8205934
16,3,0.002259047,8/10/2021,Beck Street,144.3004011,1327.993555
17,7,0.032731427,8/10/2021,900 S West Temple,88.8778655,213.8617429
18,2,0.01001138,8/10/2021,200 S 500 W,61.34609194,199.7726615
19,2,0.068956761,8/10/2021,200 S Jeremy St,23.22893492,29.0036826
21,7,0.002202012,8/10/2021,Train Tracks 2,241.7813027,3178.910984
22,3,0.028365393,8/10/2021,900 S 300 W,49.70973234,105.7626822
23,6,0.012994306,8/10/2021,Murals South,136.3970839,461.7406984
24,3,0.04438251,8/10/2021,Murals West,33.73516219,67.59419464
