OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,14,0.00909798,4/21/2021,8th & Main,454.3205878,1538.803183
2,47,0.010456112,4/21/2021,Roadhome 1,449.678879,4494.978538
3,8,0.00758812,4/21/2021,Roadhome 2,537.3620927,1054.279622
4,8,0.003317899,4/21/2021,Liberty,382.2745843,2411.164415
5,19,0.022858145,4/21/2021,900S 500W,258.0490629,831.2135574
6,11,0.009746665,4/21/2021,7th & State 2,244.5430524,1128.591138
7,16,0.012391105,4/21/2021,Train Tracks,202.3336549,1291.248885
8,69,0.005678009,4/21/2021,600W South Temple,504.4108032,12152.14657
9,10,0.018383055,4/21/2021,500 Underpass,93.94534357,543.9792268
10,3,0.104068796,4/21/2021,800W 600S,25.34276857,28.82708475
11,2,0.02901496,4/21/2021,KOA,33.25747279,68.92995884
13,3,0.022293932,4/21/2021,Genesee,62.41788991,134.5657639
14,20,0.004733683,4/21/2021,Beck Street,253.1517612,4225.039602
15,3,0.002576661,4/21/2021,800W South Temple,251.8643982,1164.297395
17,5,0.008199272,4/21/2021,700 Underpass,126.4624788,609.8102552
18,10,0.015785327,4/21/2021,Lowes,135.3269849,633.4997167
19,8,0.051367958,4/21/2021,9th & Second,66.00342278,155.7391103
20,2,0.031103758,4/21/2021,North Temple 2,40.05175836,64.30091117
21,2,0.069648889,4/21/2021,Train Tracks 2,22.04226896,28.71546173
22,3,0.005070981,4/21/2021,Liberty Wells,186.6091755,591.6014621
23,3,0.009672856,4/21/2021,Liberty 2,86.82149529,310.1462344
24,25,0.066977149,4/21/2021,215 Underpass,166.5444115,373.2616317
