OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,8,0.017317283,4/27/2021,8th & Main,131.9253677,461.9662277
2,46,0.008863301,4/27/2021,Roadhome 1,449.5259749,5189.940187
3,10,0.022243728,4/27/2021,Roadhome 2,252.7950841,449.5649346
4,8,0.003317899,4/27/2021,Liberty,382.2745843,2411.164415
5,25,0.026336464,4/27/2021,900S 500W,293.3036799,949.2542195
6,14,0.012401243,4/27/2021,7th & State 2,243.1561267,1128.919072
7,15,0.011616661,4/27/2021,Train Tracks,202.3336549,1291.248885
8,76,0.006254039,4/27/2021,600W South Temple,504.4108032,12152.14657
9,11,0.02022136,4/27/2021,500 Underpass,93.94534357,543.9792268
11,2,0.02901496,4/27/2021,KOA,33.25747279,68.92995884
12,6,0.027922563,4/27/2021,Genesee,95.90633289,214.879989
13,23,0.005443736,4/27/2021,Beck Street,253.1517612,4225.039602
14,4,0.003435548,4/27/2021,800W South Temple,251.8643982,1164.297395
15,4,0.013526854,4/27/2021,700 Underpass,83.92694503,295.7080781
16,4,0.009072561,4/27/2021,Lowes,100.7272401,440.8898237
17,11,0.054215788,4/27/2021,9th & Second,83.03543035,202.89293
18,2,0.069648889,4/27/2021,Train Tracks 2,22.04226896,28.71546173
19,3,0.009672856,4/27/2021,Liberty 2,86.82149529,310.1462344
20,28,0.075014407,4/27/2021,215 Underpass,166.5444115,373.2616317
21,2,0.043611672,4/27/2021,700W & Tracks,27.1095836,45.85928333
