OBJECTID,Tents,Density,Date,Camps,Shape_Length,Shape_Area
1,33,0.024481436,3/25/2021,Murals East,476.3991429,1347.960121
2,50,0.034827705,3/25/2021,Murals South,382.1254019,1435.638676
3,7,0.038877795,3/25/2021,8th & Main,63.63314258,180.0513637
4,44,0.009942202,3/25/2021,Roadhome 1,427.0708442,4425.578939
5,85,0.006040449,3/25/2021,Roadhome 2,928.5639048,14071.80123
6,31,0.034323621,3/25/2021,Murals North,535.1231372,903.1681133
8,5,0.005060341,3/25/2021,Liberty,170.9565702,988.0757626
9,3,0.021067524,3/25/2021,9th & Second,61.11702259,142.3992696
10,3,0.01389567,3/25/2021,900S 500W,92.17186028,215.8945862
11,5,0.026041998,3/25/2021,North Temple 2,100.8545624,191.9975566
13,7,0.006242299,3/25/2021,7th & State 2,280.4156462,1121.381768
14,4,0.004569243,3/25/2021,700 Underpass,165.9315834,875.4184566
15,3,0.005037083,3/25/2021,North Temple 1,177.769543,595.5828111
19,2,0.052664924,3/25/2021,Murals West,24.80245383,37.97593998
20,2,0.037047724,3/25/2021,7th & State 1,30.30989111,53.98442234
